bug_id, category, num_divided_into_single_hunk, num_divided_into_multi_hunk, hunks_multi_hunk, hunks_multi_hunk_ci, num_of_hunks, num_of_hunks_ci
127, INDIVISIBLE, 0, 0, 2, 2, 2, 2
48, INDIVISIBLE, 0, 0, 2, 1, 2, 1
74, INDIVISIBLE, 0, 0, 2, 2, 2, 2
138, VALID_DIVISIBLE_BUG, 0, 2, /2/6/, /2/3/, 7, 4
167, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 8, 8
47, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 3, 3
163, NO_DATA, NONE, NONE, NONE, NONE, 51, 40
173, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
54, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 5, 4
78, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
56, INDIVISIBLE, 0, 0, 2, 2, 2, 2
44, INDIVISIBLE, 0, 0, 2, 1, 2, 1
88, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 1
124, INDIVISIBLE, 0, 0, 2, 2, 2, 2
21, INDIVISIBLE, 0, 0, 2, 2, 2, 2
154, VALID_DIVISIBLE_BUG, 0, 1, /4/, /3/, 7, 6
171, INDIVISIBLE, 0, 0, 2, 2, 2, 2
137, NO_DATA, NONE, NONE, NONE, NONE, 30, 17
115, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
84, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
53, INDIVISIBLE, 0, 0, 2, 2, 2, 2
131, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
153, NO_DATA, NONE, NONE, NONE, NONE, 19, 17
170, INDIVISIBLE, 0, 0, 5, 3, 5, 3
144, NO_DATA, NONE, NONE, NONE, NONE, 11, 10
143, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
135, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 3, 3
43, INDIVISIBLE, 0, 0, 4, 4, 4, 4
41, INDIVISIBLE, 0, 0, 2, 2, 2, 2
3, INDIVISIBLE, 0, 0, 3, 3, 3, 3
151, MIXED_DIVISIBLE_BUG, 1, 1, /3/, /3/, 3, 3
141, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/1/, 5, 4
60, INDIVISIBLE, 0, 0, 3, 3, 3, 3
40, INDIVISIBLE, 0, 0, 2, 2, 2, 2
140, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
27, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
100, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 2, 2
17, INDIVISIBLE, 0, 0, 2, 1, 2, 1
155, NO_DATA, NONE, NONE, NONE, NONE, 15, 9
95, INDIVISIBLE, 0, 0, 2, 1, 2, 1
42, INDIVISIBLE, 0, 0, 2, 1, 2, 1
85, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
STATSTICS, No_data=13, Divisible=52, Indivisible=48, Isolated=40, Single_divided=38, Hunks_total=665, Hunks_total_ci=519
