bug_id, category, num_divided_into_single_hunk, num_divided_into_multi_hunk, hunks_multi_hunk, hunks_multi_hunk_ci, num_of_hunks, num_of_hunks_ci
Codec_12, VALID_DIVISIBLE_BUG, 0, 2, /3/5/, /1/1/, 5, 1
Compress_18, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Gson_4, MIXED_DIVISIBLE_BUG, 2, 1, /2/, /2/, 12, 12
Chart_14, INVALID_DIVISIBLE_BUG, 4, 0, /, /, 4, 4
JacksonDatabind_20, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_45, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Math_25, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Lang_20, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_80, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
JacksonDatabind_64, VALID_DIVISIBLE_BUG, 0, 1, /2/, /1/, 3, 2
Mockito_11, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Lang_62, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 4, 4
Cli_26, INDIVISIBLE, 0, 0, 4, 3, 4, 3
Closure_105, INDIVISIBLE, 0, 0, 5, 5, 5, 5
Closure_90, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_55, INDIVISIBLE, 0, 0, 6, 3, 6, 3
Closure_160, INDIVISIBLE, 0, 0, 3, 3, 3, 3
JacksonDatabind_101, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_110, NO_DATA, NONE, NONE, NONE, NONE, 12, 8
JacksonCore_24, VALID_DIVISIBLE_BUG, 0, 5, /2/2/3/3/3/, /2/2/3/3/3/, 6, 6
JacksonDatabind_6, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
Closure_145, INDIVISIBLE, 0, 0, 4, 2, 4, 2
Jsoup_64, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Gson_14, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/2/, 4, 4
Cli_39, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonCore_1, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 7, 7
Lang_65, VALID_DIVISIBLE_BUG, 0, 3, /6/7/8/, /3/3/3/, 8, 3
Gson_18, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Math_99, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Codec_8, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_22, VALID_DIVISIBLE_BUG, 0, 1, /4/, /4/, 5, 5
Compress_20, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 6, 6
Time_2, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
JacksonDatabind_108, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_63, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/2/, 7, 7
JacksonCore_18, INDIVISIBLE, 0, 0, 5, 4, 5, 4
Math_60, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_28, VALID_DIVISIBLE_BUG, 0, 2, /2/6/, /2/6/, 8, 8
JacksonDatabind_3, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
JacksonDatabind_22, NO_DATA, NONE, NONE, NONE, NONE, 24, 24
Closure_106, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
JacksonDatabind_79, INDIVISIBLE, 0, 0, 6, 6, 6, 6
JacksonDatabind_54, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_50, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /1/, 3, 2
Time_13, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
JacksonDatabind_50, NO_DATA, NONE, NONE, NONE, NONE, 11, 7
Closure_139, VALID_DIVISIBLE_BUG, 0, 1, /2/, /1/, 9, 3
Closure_157, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 17, 12
Closure_6, VALID_DIVISIBLE_BUG, 0, 2, /2/2/, /2/2/, 4, 4
Chart_2, MIXED_DIVISIBLE_BUG, 4, 2, /2/2/, /2/2/, 8, 8
Cli_22, NO_DATA, NONE, NONE, NONE, NONE, 11, 11
Lang_63, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
Jsoup_3, NO_DATA, NONE, NONE, NONE, NONE, 19, 18
Closure_99, MIXED_DIVISIBLE_BUG, 1, 1, /3/, /3/, 4, 4
Math_55, INDIVISIBLE, 0, 0, 5, 1, 5, 1
JacksonDatabind_14, INDIVISIBLE, 0, 0, 3, 2, 3, 2
JacksonDatabind_87, NO_DATA, NONE, NONE, NONE, NONE, 11, 11
Jsoup_81, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_158, NO_DATA, NONE, NONE, NONE, NONE, 26, 15
Closure_79, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_117, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Cli_34, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_136, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /1/, 4, 3
Jsoup_71, INDIVISIBLE, 0, 0, 6, 4, 6, 4
Closure_169, NO_DATA, NONE, NONE, NONE, NONE, 33, 31
JacksonDatabind_8, VALID_DIVISIBLE_BUG, 0, 1, /3/, /1/, 9, 4
Mockito_20, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 3
JacksonDatabind_106, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Cli_3, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_76, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /1/, 11, 10
JacksonCore_14, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Compress_45, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_103, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /1/, 3, 2
JacksonDatabind_68, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 22, 22
Chart_7, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
JacksonDatabind_21, INDIVISIBLE, 0, 0, 5, 2, 5, 2
Jsoup_66, INDIVISIBLE, 0, 0, 5, 5, 5, 5
Closure_32, INDIVISIBLE, 0, 0, 6, 5, 6, 5
Mockito_35, INVALID_DIVISIBLE_BUG, 3, 0, /, /, 3, 3
Closure_9, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
JacksonCore_4, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Closure_51, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Chart_4, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_64, INDIVISIBLE, 0, 0, 4, 4, 4, 4
JacksonDatabind_30, NO_DATA, NONE, NONE, NONE, NONE, 8, 7
Compress_9, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 2
JxPath_18, INDIVISIBLE, 0, 0, 5, 5, 5, 5
Gson_16, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Closure_98, INDIVISIBLE, 0, 0, 5, 3, 5, 3
JacksonDatabind_85, NO_DATA, NONE, NONE, NONE, NONE, 9, 3
Closure_128, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_16, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_8, MIXED_DIVISIBLE_BUG, 1, 1, /7/, /3/, 10, 6
Closure_164, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 2
Math_103, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_13, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_4, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
JxPath_19, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 5, 5
Compress_44, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 1
Math_78, INDIVISIBLE, 0, 0, 3, 1, 3, 1
Cli_1, NO_DATA, NONE, NONE, NONE, NONE, 16, 13
JacksonDatabind_100, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Cli_23, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Cli_37, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Lang_42, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_176, VALID_DIVISIBLE_BUG, 0, 1, /4/, /2/, 5, 3
Closure_156, NO_DATA, NONE, NONE, NONE, NONE, 12, 11
Lang_34, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JxPath_9, NO_DATA, NONE, NONE, NONE, NONE, 15, 15
Math_1, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Codec_15, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_76, NO_DATA, NONE, NONE, NONE, NONE, 12, 12
JacksonDatabind_48, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Closure_16, INDIVISIBLE, 0, 0, 5, 5, 5, 5
Time_7, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JacksonDatabind_9, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 3, 2
Lang_5, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_43, INVALID_DIVISIBLE_BUG, 3, 0, /, /, 3, 3
JacksonXml_1, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /1/, 3, 2
JacksonDatabind_35, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_17, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Math_77, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_35, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_94, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
JacksonCore_3, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 1
Jsoup_29, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_23, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Lang_22, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 1
Cli_36, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 5, 5
Closure_49, NO_DATA, NONE, NONE, NONE, NONE, 8, 4
Jsoup_87, NO_DATA, NONE, NONE, NONE, NONE, 58, 58
Cli_31, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Closure_2, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Closure_148, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 65, 36
Codec_6, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Closure_68, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
Math_61, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Time_17, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 5, 2
Codec_11, NO_DATA, NONE, NONE, NONE, NONE, 18, 9
Closure_75, VALID_DIVISIBLE_BUG, 0, 1, /2/, /1/, 3, 2
Lang_19, MIXED_DIVISIBLE_BUG, 3, 1, /3/, /2/, 5, 4
Compress_24, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 3, 3
Compress_35, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_62, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
Compress_21, MIXED_DIVISIBLE_BUG, 2, 1, /2/, /2/, 2, 2
JacksonDatabind_110, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Closure_134, VALID_DIVISIBLE_BUG, 0, 2, /2/5/, /1/5/, 9, 8
Math_65, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
JacksonDatabind_31, VALID_DIVISIBLE_BUG, 0, 1, /2/, /1/, 20, 19
Closure_101, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 1
Csv_7, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Mockito_30, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Cli_19, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Gson_2, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Closure_142, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 3, 3
Math_35, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_96, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Math_15, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Codec_14, VALID_DIVISIBLE_BUG, 0, 1, /5/, /5/, 10, 10
Closure_89, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Lang_64, INDIVISIBLE, 0, 0, 5, 2, 5, 2
Jsoup_38, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_11, MIXED_DIVISIBLE_BUG, 1, 2, /4/5/, /3/4/, 5, 4
Mockito_37, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_79, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Mockito_14, INDIVISIBLE, 0, 0, 5, 5, 5, 5
JacksonDatabind_7, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Closure_108, VALID_DIVISIBLE_BUG, 0, 1, /3/, /3/, 4, 4
Lang_15, INDIVISIBLE, 0, 0, 2, 2, 2, 2
JxPath_20, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Math_66, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 12, 12
Closure_7, INDIVISIBLE, 0, 0, 3, 1, 3, 1
Chart_21, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 4, 4
JacksonCore_19, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Closure_127, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Closure_48, INDIVISIBLE, 0, 0, 2, 1, 2, 1
Math_64, NO_DATA, NONE, NONE, NONE, NONE, 13, 10
Closure_74, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_74, INDIVISIBLE, 0, 0, 3, 2, 3, 2
Closure_138, VALID_DIVISIBLE_BUG, 0, 2, /2/6/, /2/3/, 7, 4
Math_97, NO_DATA, NONE, NONE, NONE, NONE, 5, 3
Gson_3, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_27, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_48, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Jsoup_21, INDIVISIBLE, 0, 0, 3, 3, 3, 3
Closure_167, MIXED_DIVISIBLE_BUG, 1, 1, /2/, /2/, 8, 8
Closure_47, VALID_DIVISIBLE_BUG, 0, 2, /2/3/, /2/3/, 3, 3
Compress_2, NO_DATA, NONE, NONE, NONE, NONE, 12, 9
Closure_163, NO_DATA, NONE, NONE, NONE, NONE, 51, 40
JacksonDatabind_23, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 11, 11
JacksonDatabind_80, VALID_DIVISIBLE_BUG, 0, 1, /2/, /2/, 4, 4
JacksonCore_9, INVALID_DIVISIBLE_BUG, 3, 0, /, /, 6, 6
Math_26, INVALID_DIVISIBLE_BUG, 2, 0, /, /, 2, 2
Lang_41, VALID_DIVISIBLE_BUG, 0, 3, /3/4/5/, /2/2/2/, 8, 4
JacksonDatabind_105, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Compress_11, INDIVISIBLE, 0, 0, 2, 2, 2, 2
Csv_3, INDIVISIBLE, 0, 0, 3, 2, 3, 2
JacksonDatabind_4, VALID_DIVISIBLE_BUG, 0, 1, /3/, /2/, 6, 4
JacksonDatabind_24, INVALID_DIVISIBLE_BUG, 1, 0, /, /, 2, 2
